Identificador,Producto,Categoria,Precio
1783,Cafetera Nespresso 5256,Hogar,6880.97
1784,Sandalias Crocs 5630,Calzado,15808.99
1785,Botines Dr Martens 264,Calzado,17277.23
1786,Tacones Steve Madden 9355,Calzado,8958.1
1787,Chanclas Adidas 378,Calzado,11872.3
1788,Plancha Philips 9549,Hogar,12911.47
1789,Teléfono Samsung 4219,Electrónica,15642.76
1790,Horno Whirlpool 4478,Hogar,6238.92
1791,Sandalias Crocs 2145,Calzado,15136.82
1792,Tenis Vans 1362,Calzado,19218.5
1793,Marcadores Sharpie 8176,Papelería,2743.21
1794,Puzzle 3D CubicFun 237,Juguetes,16676.74
1795,Botas Timberland 6716,Calzado,5064.12
1796,Marcadores Sharpie 4299,Papelería,14623.56
1797,Horno Whirlpool 1605,Hogar,10625.92
1798,Laptop Lenovo 7479,Electrónica,18803.28
1799,Chanclas Adidas 7240,Calzado,871.39
1800,Tablet Apple 6218,Electrónica,17135.22
1801,Ventilador Taurus 2435,Hogar,10675.43
1802,Corrector Paper Mate 4065,Papelería,9554.47
1803,Aspiradora Dyson 736,Hogar,8611.17
1804,Muñeca Barbie 1721,Juguetes,18771.5
1805,Marcadores Sharpie 9829,Papelería,1726.97
1806,Post-it 3M 7522,Papelería,11681.75
1807,Botines Dr Martens 8002,Calzado,11617.19
1808,Carpeta Office Depot 1847,Papelería,15005.67
1809,Sudadera Adidas 3223,Ropa,13662.9
1810,Rompecabezas Ravensburger 422,Juguetes,11140.69
1811,Post-it 3M 7886,Papelería,13340.92
1812,Short Puma 2085,Ropa,15184.91
1813,Refrigerador Mabe 768,Hogar,15952.6
1814,Chamarra North Face 9627,Ropa,6298.97
1815,Ventilador Taurus 1826,Hogar,8066.24
1816,Aspiradora Dyson 6744,Hogar,12427.67
1817,Botines Dr Martens 8300,Calzado,14341.99
1818,Tacones Steve Madden 3101,Calzado,1398.62
1819,Botines Dr Martens 3409,Calzado,14241.54
1820,Botines Dr Martens 2535,Calzado,6521.53
1821,Post-it 3M 5188,Papelería,3024.36
1822,Laptop Lenovo 3468,Electrónica,8581.32
1823,Botas Timberland 9069,Calzado,5599.6
1824,Refrigerador Mabe 6953,Hogar,17077.75
1825,Tenis Converse 7013,Calzado,15197.76
1826,Refrigerador Mabe 3852,Hogar,14290.1
1827,Camiseta marca Nike 9863,Ropa,6255.78
1828,Camiseta marca Nike 8831,Ropa,15328.19
1829,Figura Funko Pop 5135,Juguetes,9629.15
1830,Falda Bershka 3504,Ropa,6065.9
1831,Vestido Zara 3083,Ropa,4069.44
1832,Cuaderno Oxford 2488,Papelería,5525.07
1833,Corrector Paper Mate 5138,Papelería,15225.48
1834,Mocasines Gucci 7069,Calzado,4376.48
1835,Set Playmobil 755,Juguetes,16922.16
1836,Televisor LG 9312,Electrónica,18044.36
1837,Cafetera Nespresso 7056,Hogar,2292.61
1838,Marcadores Sharpie 203,Papelería,6765.01
1839,Tenis Converse 4586,Calzado,17927.3
1840,Sandalias Crocs 5129,Calzado,3382.07
1841,Carro Hot Wheels 9633,Juguetes,9786.64
1842,Carpeta Office Depot 7740,Papelería,9392.64
1843,Corrector Paper Mate 5678,Papelería,17764.48
1844,Libreta 90 hojas Scribe 4031,Papelería,8809.53
1845,Audífonos Sony 3630,Electrónica,11960.8
1846,Consola Xbox 8602,Electrónica,2664.2
1847,Microondas Samsung 8777,Hogar,13761.85
1848,Zapatos Clarks 9563,Calzado,9195.6
1849,Muñeca Barbie 7445,Juguetes,12975.17
1850,Refrigerador Mabe 6374,Hogar,10059.75
1851,Resaltadores Stabilo 5552,Papelería,10497.22
1852,Jeans Wrangler 9874,Ropa,16606.09
1853,Monitor Dell 8179,Electrónica,10512.83
1854,Polo Lacoste 8677,Ropa,4666.66
1855,Pluma Bic 5276,Papelería,4590.1
1856,Set Playmobil 5160,Juguetes,11258.44
1857,Mocasines Gucci 8015,Calzado,13176.3
1858,Zapatos Clarks 583,Calzado,9381.16
1859,Botines Dr Martens 9873,Calzado,7040.23
1860,Pelota Nerf 9277,Juguetes,15442.92
1861,Cámara Canon 4605,Electrónica,19434.95
1862,Short Puma 9027,Ropa,14968.04
1863,Monitor Dell 5848,Electrónica,19403.48
1864,Aspiradora Dyson 3727,Hogar,4676.03
1865,Licuadora Oster 1028,Hogar,15433.34
1866,Sandalias Crocs 5365,Calzado,3731.39
1867,Chamarra North Face 9075,Ropa,3629.32
1868,Licuadora Oster 9618,Hogar,10144.34
1869,Puzzle 3D CubicFun 5860,Juguetes,11560.73
1870,Microondas Samsung 1722,Hogar,18136.71
1871,Teléfono Samsung 5615,Electrónica,8074.52
1872,Botas Timberland 5508,Calzado,6410.14
1873,Cámara Canon 9146,Electrónica,8810.14
1874,Mocasines Gucci 6580,Calzado,2981.25
1875,Carro Hot Wheels 1646,Juguetes,647.23
1876,Polo Lacoste 8341,Ropa,5772.58
1877,Puzzle 3D CubicFun 636,Juguetes,3209.84
1878,Pluma Bic 966,Papelería,7008.95
1879,Horno Whirlpool 1755,Hogar,16202.98
1880,Pluma Bic 9600,Papelería,15791.36
1881,Figura Funko Pop 7105,Juguetes,18123.79
1882,Drone DJI Mini 4093,Juguetes,19352.46
1883,Refrigerador Mabe 1956,Hogar,12122.5
1884,Tacones Steve Madden 7675,Calzado,14267.52
1885,Pelota Nerf 6788,Juguetes,13431.72
1886,Batidora KitchenAid 9834,Hogar,12560.77
1887,Lapicera Maped 2512,Papelería,19119.8
1888,Batidora KitchenAid 2414,Hogar,16761.5
1889,Teléfono Samsung 6022,Electrónica,4861.11
1890,Pluma Bic 4598,Papelería,2735.56
1891,Short Puma 9610,Ropa,8316.09
1892,Monitor Dell 3638,Electrónica,16929.1
1893,Bocina JBL 4503,Electrónica,19406.23
1894,Falda Bershka 1741,Ropa,9168.11
1895,Camiseta marca Nike 7226,Ropa,11607.11
1896,Zapatos Clarks 4715,Calzado,5526.58
1897,Chamarra North Face 5780,Ropa,971.57
1898,Corrector Paper Mate 7518,Papelería,8134.26
1899,Puzzle 3D CubicFun 9434,Juguetes,18367.93
1900,Monitor Dell 2915,Electrónica,8271.55
1901,Short Puma 4708,Ropa,7897.41
1902,Resaltadores Stabilo 5664,Papelería,7565.56
1903,Pantalón Levi's 8924,Ropa,1723.09
1904,Set Playmobil 7008,Juguetes,15201.66
1905,Ventilador Taurus 9662,Hogar,2611.56
1906,Post-it 3M 8536,Papelería,3886.2
1907,Licuadora Oster 1713,Hogar,3960.72
1908,Zapatos Clarks 1934,Calzado,8185.64
1909,Tacones Steve Madden 8607,Calzado,759.5
1910,Bocina JBL 6003,Electrónica,453.08
1911,Chanclas Adidas 1246,Calzado,4455.17
1912,Tacones Steve Madden 9472,Calzado,6561.88
1913,Mocasines Gucci 3649,Calzado,19272.33
1914,Consola Xbox 7119,Electrónica,14370.03
1915,Tenis Converse 9764,Calzado,8344.75
1916,Tablet Apple 5766,Electrónica,8851.22
1917,Pantalón Levi's 7603,Ropa,8399.7
1918,Zapatos Clarks 5722,Calzado,4114.16
1919,Audífonos Sony 3718,Electrónica,18224.19
1920,Falda Bershka 7505,Ropa,2331.14
1921,Pluma Bic 911,Papelería,331.54
1922,Botas Timberland 2123,Calzado,12337.73
1923,Horno Whirlpool 49,Hogar,3495.66
1924,Resaltadores Stabilo 6169,Papelería,7891.38
1925,Smartwatch Garmin 3891,Electrónica,19302.26
1926,Short Puma 542,Ropa,19816.05
1927,Batidora KitchenAid 4770,Hogar,4199.18
1928,Corrector Paper Mate 1909,Papelería,4222.5
1929,Tacones Steve Madden 1413,Calzado,9697.03
1930,Lego Star Wars 8210,Juguetes,15002.03
1931,Botines Dr Martens 7702,Calzado,4222.87
1932,Smartwatch Garmin 4504,Electrónica,5944.41
1933,Short Puma 7648,Ropa,13988.72
1934,Cafetera Nespresso 9644,Hogar,19769.03
1935,Corrector Paper Mate 1731,Papelería,14670.72
1936,Tren Thomas 5114,Juguetes,12692.75
1937,Teléfono Samsung 7264,Electrónica,8475.8
1938,Tostadora Hamilton 4328,Hogar,13003.54
1939,Tablet Apple 4424,Electrónica,14963.58
1940,Resaltadores Stabilo 4192,Papelería,19730.6
1941,Sandalias Crocs 6015,Calzado,6526.5
1942,Zapatillas Skechers 2237,Calzado,4376.95
1943,Puzzle 3D CubicFun 2448,Juguetes,19067.95
1944,Post-it 3M 7928,Papelería,15495.97
1945,Tijeras Fiskars 7982,Papelería,19902.64
1946,Pelota Nerf 4474,Juguetes,15137.58
1947,Traje Hugo Boss 6788,Ropa,11045.5
1948,Tenis Converse 5746,Calzado,19587.54
1949,Camiseta marca Nike 4004,Ropa,6146.94
1950,Drone DJI Mini 9565,Juguetes,5667.18
1951,Camiseta marca Nike 1124,Ropa,17886.2
1952,Falda Bershka 3959,Ropa,3811.5
1953,Corrector Paper Mate 6453,Papelería,8976.06
1954,Televisor LG 5400,Electrónica,430.43
1955,Marcadores Sharpie 3591,Papelería,9404.76
1956,Ventilador Taurus 7714,Hogar,1951.36
1957,Post-it 3M 3826,Papelería,4036.36
1958,Marcadores Sharpie 5804,Papelería,5852
1959,Mocasines Gucci 3588,Calzado,16534.82
1960,Tacones Steve Madden 6388,Calzado,11527.41
1961,Set Playmobil 6141,Juguetes,8037.48
1962,Zapatos Clarks 417,Calzado,18228.63
1963,Falda Bershka 6952,Ropa,4776.19
1964,Botas Timberland 6536,Calzado,11763.01
1965,Botas Timberland 970,Calzado,9015.63
1966,Refrigerador Mabe 1852,Hogar,17942.88
1967,Cámara Canon 361,Electrónica,8210.74
1968,Set Playmobil 5658,Juguetes,9563.77
1969,Marcadores Sharpie 8153,Papelería,52.81
1970,Tijeras Fiskars 3510,Papelería,16096.52
1971,Pelota Nerf 9199,Juguetes,10160.27
1972,Vestido Zara 2338,Ropa,8693.79
1973,Post-it 3M 4576,Papelería,14839.19
1974,Chanclas Adidas 525,Calzado,2877.56
1975,Falda Bershka 5133,Ropa,3434.23
1976,Teléfono Samsung 4260,Electrónica,200.38
1977,Smartwatch Garmin 7290,Electrónica,17108.25
1978,Sandalias Crocs 6431,Calzado,5255.11
1979,Botines Dr Martens 3874,Calzado,7331.83
1980,Short Puma 5487,Ropa,266.57
1981,Libreta 90 hojas Scribe 5764,Papelería,18010.69
1982,Cafetera Nespresso 8453,Hogar,14041.09
1983,Pluma Bic 6770,Papelería,15152.92
1984,Televisor LG 4205,Electrónica,5076.36
1985,Bocina JBL 9157,Electrónica,16553.67
1986,Figura Funko Pop 1978,Juguetes,5687.53
1987,Post-it 3M 39,Papelería,16293.83
1988,Rompecabezas Ravensburger 5140,Juguetes,8966.87
1989,Lego Star Wars 2670,Juguetes,4990.43
1990,Carpeta Office Depot 8054,Papelería,7933.84
1991,Carro Hot Wheels 8659,Juguetes,16329.47
1992,Cámara Canon 5393,Electrónica,9025.17
1993,Laptop Lenovo 3431,Electrónica,18593.47
1994,Zapatos Clarks 9728,Calzado,11982.84
1995,Camiseta marca Nike 6257,Ropa,7090.96
1996,Televisor LG 5269,Electrónica,7542.8
1997,Laptop Lenovo 3218,Electrónica,10544.09
1998,Sudadera Adidas 1230,Ropa,12622.11
1999,Pluma Bic 7207,Papelería,2505.16
2000,Pluma Bic 5300,Papelería,1992.24
2001,Figura Funko Pop 8008,Juguetes,8369.25
2002,Microondas Samsung 5768,Hogar,2322.72
2003,Licuadora Oster 1335,Hogar,15316.05
2004,Polo Lacoste 2154,Ropa,11920.56
2005,Tenis Vans 3646,Calzado,2223.16
2006,Tacones Steve Madden 8335,Calzado,6876.57
2007,Traje Hugo Boss 4039,Ropa,9738.83
2008,Sandalias Crocs 8856,Calzado,15419.95
2009,Aspiradora Dyson 8807,Hogar,3056.37
2010,Horno Whirlpool 9190,Hogar,17794.98
2011,Teléfono Samsung 1888,Electrónica,14208.05
2012,Set Playmobil 3117,Juguetes,15681.2
2013,Plancha Philips 8247,Hogar,18662.61
2014,Tenis Vans 8032,Calzado,4276.69
2015,Botas Timberland 9627,Calzado,19913.6
2016,Traje Hugo Boss 9827,Ropa,2078.74
2017,Carpeta Office Depot 192,Papelería,7594.21
2018,Sudadera Adidas 5653,Ropa,16354.02
2019,Horno Whirlpool 1924,Hogar,13707.05
2020,Carro Hot Wheels 7577,Juguetes,16175.74
2021,Chanclas Adidas 9095,Calzado,7686.56
2022,Lego Star Wars 1899,Juguetes,3381.04
2023,Figura Funko Pop 6446,Juguetes,12135.08
2024,Teléfono Samsung 9655,Electrónica,15652.48
2025,Zapatillas Skechers 6394,Calzado,8918.67
2026,Tacones Steve Madden 9836,Calzado,17082.06
2027,Resaltadores Stabilo 6016,Papelería,5569.4
2028,Ventilador Taurus 349,Hogar,7101.88
2029,Carro Hot Wheels 765,Juguetes,16949.63
2030,Tenis Converse 8388,Calzado,14520.4
2031,Refrigerador Mabe 9389,Hogar,3924.53
2032,Pantalón Levi's 2674,Ropa,17718.81
2033,Tablet Apple 8555,Electrónica,18246.6
2034,Refrigerador Mabe 2295,Hogar,16607.59
2035,Consola Xbox 714,Electrónica,19337.23
2036,Bocina JBL 5194,Electrónica,13463.66
2037,Short Puma 7681,Ropa,1545.71
2038,Cuaderno Oxford 1647,Papelería,10506.28
2039,Plancha Philips 220,Hogar,6479.12
2040,Batidora KitchenAid 3875,Hogar,15364.95
2041,Pantalón Levi's 8923,Ropa,10690.28
2042,Tenis Converse 4858,Calzado,9813.9
2043,Resaltadores Stabilo 2170,Papelería,1098.38
2044,Ventilador Taurus 5813,Hogar,5283.43
2045,Libreta 90 hojas Scribe 4445,Papelería,13938.79
2046,Tren Thomas 4283,Juguetes,15693.31
2047,Chamarra North Face 574,Ropa,9963.57
2048,Pantalón Levi's 1259,Ropa,18775.67
2049,Tenis Converse 4256,Calzado,14888.59
2050,Tenis Converse 9055,Calzado,5921.34
2051,Cafetera Nespresso 6476,Hogar,17804.69
2052,Refrigerador Mabe 8907,Hogar,14486.39
2053,Smartwatch Garmin 4836,Electrónica,2954.87
2054,Lapicera Maped 6876,Papelería,1482.73
2055,Jeans Wrangler 4690,Ropa,3724.3
2056,Lego Star Wars 6176,Juguetes,6362.02
2057,Marcadores Sharpie 7975,Papelería,2466.65
2058,Consola Xbox 4147,Electrónica,14438.13
2059,Ventilador Taurus 6852,Hogar,4074.21
2060,Lego Star Wars 8651,Juguetes,5918.01
2061,Televisor LG 955,Electrónica,15911.52
2062,Horno Whirlpool 3148,Hogar,9309.52
2063,Muñeca Barbie 7563,Juguetes,15869.17
2064,Monitor Dell 2034,Electrónica,13420.09
2065,Sandalias Crocs 2288,Calzado,7629.49
2066,Tostadora Hamilton 9320,Hogar,19123.27
2067,Televisor LG 9532,Electrónica,3061.17
2068,Smartwatch Garmin 1850,Electrónica,14801.93
2069,Pantalón Levi's 2537,Ropa,2295.62
2070,Cuaderno Oxford 9690,Papelería,9184.51
2071,Vestido Zara 9925,Ropa,5492.18
2072,Zapatos Clarks 2136,Calzado,12021.15
2073,Pelota Nerf 5542,Juguetes,611.76
2074,Tenis Vans 138,Calzado,5451.67
2075,Drone DJI Mini 6555,Juguetes,13310.85
2076,Cafetera Nespresso 7063,Hogar,18227.9
2077,Polo Lacoste 8367,Ropa,8024.15
2078,Pantalón Levi's 3149,Ropa,13393.31
2079,Chamarra North Face 350,Ropa,1379.95
2080,Vestido Zara 3468,Ropa,12014.11
2081,Botines Dr Martens 638,Calzado,4609.56
2082,Teléfono Samsung 2546,Electrónica,19988.8
2083,Falda Bershka 5141,Ropa,666.4
2084,Pantalón Levi's 7269,Ropa,5847.78
2085,Plancha Philips 8985,Hogar,11079.96
2086,Lapicera Maped 8265,Papelería,10792.82
2087,Microondas Samsung 3535,Hogar,13326.98
2088,Ventilador Taurus 6689,Hogar,12631.05
2089,Muñeca Barbie 6740,Juguetes,19432.96
2090,Consola Xbox 6934,Electrónica,9128.74
2091,Carro Hot Wheels 7476,Juguetes,3779.16
2092,Tablet Apple 5144,Electrónica,15298.27
2093,Tenis Vans 7995,Calzado,18577.84
2094,Refrigerador Mabe 7099,Hogar,121.57
2095,Zapatillas Skechers 2370,Calzado,8237.17
2096,Laptop Lenovo 5918,Electrónica,18250.35
2097,Zapatos Clarks 9042,Calzado,19640.03
2098,Mocasines Gucci 2496,Calzado,12365.54
2099,Ventilador Taurus 9503,Hogar,2230.54
2100,Tijeras Fiskars 110,Papelería,1641.96
2101,Mocasines Gucci 6017,Calzado,7651.45
2102,Carro Hot Wheels 2068,Juguetes,17521.16
2103,Falda Bershka 6619,Ropa,2469.54
2104,Jeans Wrangler 527,Ropa,13549.85
2105,Polo Lacoste 2061,Ropa,14851.42
2106,Post-it 3M 8294,Papelería,15813.76
2107,Tenis Vans 416,Calzado,8114.45
2108,Televisor LG 9636,Electrónica,10618.52
2109,Pantalón Levi's 1103,Ropa,3854.28
2110,Consola Xbox 4640,Electrónica,13418.71
2111,Zapatos Clarks 4691,Calzado,7572.91
2112,Lapicera Maped 9491,Papelería,8937.2
2113,Lapicera Maped 6933,Papelería,352.59
2114,Tren Thomas 5434,Juguetes,17806.65
2115,Tren Thomas 5796,Juguetes,5410.67
2116,Pantalón Levi's 3987,Ropa,13867.58
2117,Tostadora Hamilton 5139,Hogar,7718.07
2118,Lego Star Wars 7918,Juguetes,12819.08
2119,Vestido Zara 2804,Ropa,8595.2
2120,Corrector Paper Mate 5700,Papelería,14210.56
2121,Chanclas Adidas 2115,Calzado,5019.7
2122,Rompecabezas Ravensburger 409,Juguetes,13062.81
2123,Set Playmobil 1027,Juguetes,14171.08
2124,Microondas Samsung 3323,Hogar,18538.42
2125,Sudadera Adidas 7024,Ropa,12225.12
2126,Botines Dr Martens 7596,Calzado,10401.57
2127,Pelota Nerf 7428,Juguetes,4443.74
2128,Botines Dr Martens 8925,Calzado,2363.45
2129,Monitor Dell 7094,Electrónica,7551.37
2130,Muñeca Barbie 5091,Juguetes,13115.53
2131,Pelota Nerf 6901,Juguetes,12601.28
2132,Audífonos Sony 6630,Electrónica,13684.49
2133,Marcadores Sharpie 2847,Papelería,1149.34
2134,Pantalón Levi's 4187,Ropa,11477.69
2135,Lego Star Wars 2175,Juguetes,4609.1
2136,Tren Thomas 4423,Juguetes,5926.81
2137,Short Puma 7228,Ropa,10815.44
2138,Corrector Paper Mate 5996,Papelería,746.36
2139,Tostadora Hamilton 6700,Hogar,13827.56
2140,Chamarra North Face 1756,Ropa,9979.1
2141,Ventilador Taurus 2616,Hogar,16472.13
2142,Vestido Zara 8041,Ropa,5392.71
2143,Figura Funko Pop 1359,Juguetes,1444.14
2144,Tenis Vans 246,Calzado,13101.38
2145,Televisor LG 4277,Electrónica,15258.46
2146,Mocasines Gucci 794,Calzado,19791.83
2147,Cuaderno Oxford 5400,Papelería,18905.95
2148,Laptop Lenovo 829,Electrónica,16971.78
2149,Lego Star Wars 5131,Juguetes,18972.64
2150,Zapatillas Skechers 7706,Calzado,2177.54
2151,Tacones Steve Madden 7883,Calzado,3629.07
2152,Camiseta marca Nike 753,Ropa,15783.99
2153,Batidora KitchenAid 3726,Hogar,10250.9
2154,Horno Whirlpool 5586,Hogar,7233.01
2155,Laptop Lenovo 7685,Electrónica,5057.76
2156,Polo Lacoste 8504,Ropa,12492.82
2157,Marcadores Sharpie 2983,Papelería,18928.78
2158,Televisor LG 6043,Electrónica,18979.46
2159,Tren Thomas 6366,Juguetes,17288.56
2160,Chanclas Adidas 4923,Calzado,16812.46
2161,Bocina JBL 1987,Electrónica,3239.94
2162,Marcadores Sharpie 1947,Papelería,3282.11
2163,Polo Lacoste 6409,Ropa,7342.23
2164,Ventilador Taurus 6343,Hogar,17228.08
2165,Cuaderno Oxford 23,Papelería,625.81
2166,Smartwatch Garmin 6622,Electrónica,6952.62
2167,Mocasines Gucci 7334,Calzado,16415.33
2168,Bocina JBL 5615,Electrónica,614.41
2169,Pluma Bic 3770,Papelería,11921.98
2170,Consola Xbox 1961,Electrónica,15243.85
2171,Televisor LG 159,Electrónica,1104.41
2172,Tenis Converse 438,Calzado,4895.1
2173,Licuadora Oster 797,Hogar,76
2174,Microondas Samsung 6764,Hogar,6243.62
2175,Tren Thomas 8885,Juguetes,8494.74
2176,Licuadora Oster 8638,Hogar,9629.41
2177,Bocina JBL 7459,Electrónica,7780.05
2178,Short Puma 5927,Ropa,19788.42
2179,Tren Thomas 6311,Juguetes,15762.46
2180,Chanclas Adidas 7288,Calzado,7541.86
2181,Camiseta marca Nike 6157,Ropa,17634.44
2182,Chamarra North Face 8664,Ropa,15699.83
2183,Lego Star Wars 1489,Juguetes,1686.01
2184,Figura Funko Pop 948,Juguetes,9959.07
2185,Corrector Paper Mate 3100,Papelería,1252.07
2186,Cuaderno Oxford 4938,Papelería,5845.12
2187,Tenis Vans 3661,Calzado,4200.43
2188,Post-it 3M 4066,Papelería,8108.76
2189,Ventilador Taurus 5922,Hogar,11899.3
2190,Lego Star Wars 5615,Juguetes,6470.63
2191,Carpeta Office Depot 7145,Papelería,8310.57
2192,Tacones Steve Madden 30,Calzado,14546.52
2193,Tenis Vans 9559,Calzado,2737.36
2194,Audífonos Sony 6815,Electrónica,6422.44
2195,Consola Xbox 8048,Electrónica,17594.7
2196,Consola Xbox 300,Electrónica,7301.53
2197,Smartwatch Garmin 2987,Electrónica,19991.57
2198,Plancha Philips 4173,Hogar,6875.32
2199,Laptop Lenovo 6960,Electrónica,18019.79
2200,Laptop Lenovo 1755,Electrónica,4712.53
2201,Puzzle 3D CubicFun 3066,Juguetes,18218.33
2202,Lapicera Maped 4534,Papelería,15963.11
2203,Teléfono Samsung 1909,Electrónica,17468.75
2204,Batidora KitchenAid 1679,Hogar,5411.56
2205,Chamarra North Face 5170,Ropa,16022.33
2206,Short Puma 816,Ropa,1958.99
2207,Botas Timberland 9628,Calzado,15474.91
2208,Carpeta Office Depot 4241,Papelería,8025.35
2209,Cafetera Nespresso 7758,Hogar,6146.48
2210,Licuadora Oster 3541,Hogar,15980.56
2211,Ventilador Taurus 845,Hogar,15824.64
2212,Zapatillas Skechers 7003,Calzado,14869.97
2213,Marcadores Sharpie 7057,Papelería,7411.19
2214,Tablet Apple 2115,Electrónica,6653.32
2215,Pelota Nerf 7641,Juguetes,15043.86
2216,Televisor LG 5590,Electrónica,18614.96
2217,Tren Thomas 6106,Juguetes,18376.56
2218,Cuaderno Oxford 4528,Papelería,8564.15
2219,Drone DJI Mini 9623,Juguetes,7989.09
2220,Carro Hot Wheels 7041,Juguetes,870.88
2221,Ventilador Taurus 9138,Hogar,16930.94
2222,Televisor LG 8062,Electrónica,13701.25
2223,Tijeras Fiskars 8060,Papelería,19913.78
2224,Sandalias Crocs 1762,Calzado,1179.13
2225,Horno Whirlpool 5033,Hogar,565.22
2226,Horno Whirlpool 5425,Hogar,12743.97
2227,Cámara Canon 4098,Electrónica,4865.06
2228,Libreta 90 hojas Scribe 1467,Papelería,10635.56
2229,Cafetera Nespresso 2813,Hogar,14016.86
2230,Resaltadores Stabilo 2911,Papelería,18473.14
2231,Libreta 90 hojas Scribe 6988,Papelería,12789.43
2232,Sandalias Crocs 8812,Calzado,3303.8
2233,Bocina JBL 4906,Electrónica,11411.34
2234,Botas Timberland 8775,Calzado,2855.54
2235,Lego Star Wars 4402,Juguetes,7301.51
2236,Drone DJI Mini 8571,Juguetes,15584.39
2237,Licuadora Oster 1129,Hogar,10859.38
2238,Cafetera Nespresso 3193,Hogar,1955.09
2239,Consola Xbox 5455,Electrónica,905.61
2240,Sudadera Adidas 4503,Ropa,9725.69
2241,Carpeta Office Depot 8120,Papelería,16264.83
2242,Tablet Apple 4056,Electrónica,3001.85
2243,Horno Whirlpool 9800,Hogar,1945.17
2244,Mocasines Gucci 7294,Calzado,17412.88
2245,Carro Hot Wheels 7718,Juguetes,5094.27
2246,Sudadera Adidas 2683,Ropa,14280.01
2247,Marcadores Sharpie 4482,Papelería,4311.99
2248,Sudadera Adidas 5435,Ropa,7594.2
2249,Traje Hugo Boss 8847,Ropa,2344.28
2250,Tostadora Hamilton 3068,Hogar,15823.61
2251,Vestido Zara 6443,Ropa,13538.47
2252,Pelota Nerf 6931,Juguetes,1020.61
2253,Puzzle 3D CubicFun 3161,Juguetes,11694.44
2254,Short Puma 3741,Ropa,18646.36
2255,Polo Lacoste 2093,Ropa,12203.02
2256,Tacones Steve Madden 4262,Calzado,14777.86
2257,Consola Xbox 8129,Electrónica,15926.57
2258,Libreta 90 hojas Scribe 1972,Papelería,12430.51
2259,Ventilador Taurus 2688,Hogar,9209.61
2260,Horno Whirlpool 1355,Hogar,9757.47
2261,Resaltadores Stabilo 6386,Papelería,2164.51
2262,Chanclas Adidas 7671,Calzado,15311.92
2263,Puzzle 3D CubicFun 5763,Juguetes,323.99
2264,Short Puma 8696,Ropa,8366.3
2265,Plancha Philips 9510,Hogar,6199.42
2266,Consola Xbox 8126,Electrónica,7324.3
2267,Zapatos Clarks 1979,Calzado,493.67
2268,Botas Timberland 4677,Calzado,11918.24
2269,Horno Whirlpool 2291,Hogar,3343.37
2270,Carro Hot Wheels 9374,Juguetes,18224.57
2271,Set Playmobil 3013,Juguetes,10219.68
2272,Plancha Philips 2796,Hogar,10557.74
2273,Monitor Dell 3016,Electrónica,3407.8
2274,Figura Funko Pop 5545,Juguetes,3412.7
2275,Carro Hot Wheels 4669,Juguetes,4147.54
2276,Jeans Wrangler 1518,Ropa,7065.55
2277,Libreta 90 hojas Scribe 1676,Papelería,3366.13
2278,Pluma Bic 8932,Papelería,5178.53
2279,Carpeta Office Depot 151,Papelería,5293.32
2280,Monitor Dell 2015,Electrónica,13948.61
2281,Lego Star Wars 4929,Juguetes,17433.99
2282,Laptop Lenovo 3060,Electrónica,2190.85
2283,Lego Star Wars 760,Juguetes,8998.31
2284,Set Playmobil 2983,Juguetes,19551.21
2285,Cuaderno Oxford 6210,Papelería,3093.21
2286,Rompecabezas Ravensburger 939,Juguetes,13035.88
2287,Tren Thomas 175,Juguetes,7505.82
2288,Drone DJI Mini 5862,Juguetes,11751.43
2289,Tacones Steve Madden 1038,Calzado,18777.56
